name ,   address,   has_events ,   url
Tres Tequila Lounge & Mex Kitc,1880 Pleasant Valley Ave   Oakland   CA   94611,no,http://tressf.com/
Doctor's Lounge,569 Haight St   San Francisco   CA   94117,no,http://doctorsloungesf.com
Cafe Royale,431 Clipper St   San Francisco   CA   94114,yes,http://www.caferoyale-sf.com/
Wing Wings,422 Haight St   San Francisco   CA   94117,no,http://wingwingssf.com/
Mission Hunan Restaurant,2960 16th St   San Francisco   CA   94103,no,N/A
The Pot Sticker,150 Waverly Place   San Francisco   CA   94108,yes,http://www.thepotsticker.com/
Bahay Kubo Of San Francisco,3545 20th St   San Francisco   CA   94110,,NO OFFICIAL WEBSITE FOUND
Java Wasted Cafe,257 Country Club Drive   San Francisco   CA   94132,,not found
Donairos Pizza,6905 Geary Boulevard   San Francisco   CA   94121,no,http://www.donairospizza.com/
Bobs Donuts & Pastries,1621 Polk St   San Francisco   CA   94109,no,NO OFFICIAL WEBSITE FOUND
24th Street Cafe,3853 24th St   San Francisco   CA   94114,no,n/a
Latin Grill Express,993 North Point St   San Francisco   CA   94109,no,http://latingrillexpress.com/
Usulutan Restaurant,2990 24th St   San Francisco   CA   94110,no,http://www.forored.com/usulutan
Great Hunan Restaurant,531 Jackson St   San Francisco   CA   94133,,none
Naples Pizzarella,1192 Geneva Ave   San Francisco   CA   94112,no,http://www.pizzarellanaples.com/
Caffe Cozzolino,300 Precita Ave   San Francisco   CA   94110,no,http://caffecozzolino.com/
Las Isletas,4508 3rd St   San Francisco   CA   94124,no,http://www.lasisletasrestaurant.com/
Los Hermanos,2026 Chestnut St   San Francisco   CA   94123,no,
Alex Gourmet Burrito,1501 Haviland Ct   Clayton   CA   94517,,none
Quinteros Restauant Mexican Fd,1040 Sutter St #34   San Francisco   CA   94109,no,http://www.casaquintero.com/
Coronitas Cocktail Lounge,3326 Mission St   San Francisco   CA   94110,yes,N/A
Kabuto Japanese Restaurant,5121 Geary Blvd   San Francisco   CA   94118,,none
Sushi Fantastic,215 Fremont St #2a   San Francisco   CA   94105,no,n/a
Fogcuttersf,2035 15th St #6   San Francisco   CA   94114,yes,fogcuttersf.com/
Izakaya Ninja,900 Bush St Ste C101   San Francisco   CA   94109,no,http://www.izakayaninja.com/
Little Vietnam Cafe,309 6th Ave   San Francisco   CA   94118,,no offical webiste found
Puerto Alegre No. 2,2950 25th St   San Francisco   CA   94110,no,n/a
J & A Restaurant,5712 Mission St   San Francisco   CA   94112,,not found
Marina Submarine,2299 Union St   San Francisco   CA   94123,no,www.unionstreethats.com/
Miki Ramen,1624 Powell St   San Francisco   CA   94133,no,No official website
Rose Pistola,1736 Stockton St #3   San Francisco   CA   94133,yes,http://www.entrepreneur.com
Custom Corporate Catering,101 Spear St #a-19   San Francisco   CA   94105,no,http://www.cccater.biz/
Halal Grill House,1009 Mission St #e   San Francisco   CA   94103,no,www.chilligrill.co.uk/
New Mangia Tutti Ristorante,635 Clay St   San Francisco   CA   94111,no,http://www.mangiatuttisf.com/index.html
Garcon,1101 Valencia St   San Francisco   CA   94110,yes,http://www.garconsf.com/
Noori,1924 Irving Street   San Francisco   CA   94122,no,http://noorisf.eat24hour.com/
Black Sheep,2032 Polk St   San Francisco   CA   94109,no,www.blacksheepsf.com/
Schmidts,630 Treat Avenue   San Francisco   CA   94110,,www.schmidts-sf.com/
Java Supreme,703 Guerrero St   San Francisco   CA   94110,no,n/a
Kellys Burgers,550 Broadway St   San Francisco   CA   94133,yes,no website
Marthitas Restaurant,1401 Egbert Ave   San Francisco   CA   94124,no,www.marthabros.com
Cafe Colombini Grill Restaurnt,835 Hyde St   San Francisco   CA   94109,no,http://www.nobhillhotel.com/
Ku'u Up Mexican Maya Cuisine,2052 Mission St   San Francisco   CA   94110,yes,www.voicedailydeals.com/.../voucher-good-for-20-at-k... - United States
Antojitos Salvadorenos Aminta,2590 Mission St   San Francisco   CA   94110,no,https://plus.google.com/112141126030944093178/about?gl=US&hl=en#112141126030944093178/about
Sfai Cafe,1147 Brunswick St   Daly City   CA   94014,no,NOT FOUND
Olivia's Brunch & Fine Dining,1917 Mission St #6   San Francisco   CA   94103,no,n/a
Tokyo Express Spear,160 Spear Street Suite 1d   San Francisco   CA   94105,no,N/A
Little Wok,2675 Ocean Ave   San Francisco   CA   94132,,none
Eighteen C,3406 18th St   San Francisco   CA   94110,no,N/A
Taqueria Mana,439 Stockton St   San Francisco   CA   94108,,no website
City Kinetics,123 Mission St   San Francisco   CA   94105,,no website
Pats Cafe,2330 Taylor St   San Francisco   CA   94133,no,patscafe.com/
Umami Burger,7966 Beverly Bl 2nd Floor   Los Angeles   CA   90048,no,N/A
Star India Restaurant,3721 Geary Blvd   San Francisco   CA   94118,no,http://www.starindiarestaurant.com/
Reve Lounge,2530 Berryessa Rd #240   San Jose   CA   95132,yes,N/A
Pagoda Bistro,19770 Stevens Creek Blvd   Cupertino   CA   95014,yes,www.pagoda-bistro.com/
Hawaii Corner,19770 Stevens Creek Blvd   Cupertino   CA   95014,,none
Yogurt Paradise,19770 Stevens Creek Blvd   Cupertino   CA   95014,,none
Warakubune,307 Church St   San Francisco   CA   94114,no,
Etcetera Wine Bar,795 Valencia St   San Francisco   CA   94110,yes,http://etceterawinebar.com
Three Star Restaurant,2515 Noriega St   San Francisco   CA   94122,,N/A
Working Girls Cafe,122 New Montgomery St   San Francisco   CA   94105,,no official website
Westin San Francisco-3rd Fl P,50 Third St   San Francisco   CA   94103,yes,http://www.starwoodhotels.com/westin/index.html
Red Jade Restaurant,245 Church St   San Francisco   CA   94114,yes,http://redjadesf.eat24hour.com/
Fava,1819 Polk St #313   San Francisco   CA   94109,no,http://www.favausa.com
Popeyes Famous Fried Chicken,P.o. Box 2398   Brisbane   CA   94005,no,http://www.popeyes.com/catering.php
Zarzuela,2000 Hyde St   San Francisco   CA   94109,no,
Tortilla Heights,1750 Divisadero St   San Francisco   CA   94115,,none
Gialina,2842 Diamond St   San Francisco   CA   94131,no,http://www.gialina.com/
S P Q R,1911 Fillmore St   San Francisco   CA   94115,yes,http://www.spqrsf.com/
Angel Cafe And Deli,700 Geary St   San Francisco   CA   94109,yes,http://www.allmenus.com/ca/san-francisco/275830-angel-cafe--deli/menu/
The Irish Times,500 Sacramento St   San Francisco   CA   94111,yes,http://www.sfirishtimes.com/
Pasta Pomodoro,1550 Bryant Street   #300   San Francisco   CA,no,www.pastapomodoro.com/
Pho Vung Tau Inc,708 Vallejo St   San Francisco   CA   94133,,NOT FOUND
Plouf,40 Belden Pl   San Francisco   CA   94104,no,http://www.belden-place.com/plouf/
Quickly,Po Box 4252   Foster City   CA   94404,yes,www.quicklyusa.com
Natural Sensations,724 Pepper Dr   San Bruno   CA   94066,no,www.naturalsensations.com
Quantum,115 Hazelwood Ave   San Francisco   CA   94112,no,n/a
Restaurant Lu Lu,816 Folsom St   San Francisco   CA   94107,no,http://www.restaurantlulu.com/LuLu_map.html
Palomino Euro-bistro,411 1st Ave S #200n   Seattle   WA   98104,,none
Ritual Coffee Roasters,1050 Howard St   San Francisco   CA   94103,yes,http://ritualroasters.com/contact.html
Thai Gift Shop,Po Box 27472   San Francisco   CA   94127,no,NOT FOUND
Cafe Madeline,312 19th Ave   San Francisco   CA   94121,no,N/A
Leaping Lemur Cart,4699 Marion St   Denver   CO   80216,,no website
Subs Inc,1300 Castro St   San Francisco   CA   94114,,none
Shabu Sushi,3809 Geary Blvd   San Francisco   CA   94118,no,www.shabupubsushi.com/
Bay Bbq,2 Neptune St   San Francisco   CA   94124,,none
Double K Cafe,2650 3rd St   San Francisco   CA   94107,no,N/A
456 Deli & Cafe,456 Montgomery St Level 2   San Francisco   CA   94104,no,http://456delicafesf.com
High Tide,600 Geary Street   San Francisco   CA   94102,,NOT FOUND
Chick N Coop No1,4500 Mission St   San Francisco   CA   94112,no,N/A
Bai Som Thai Kitchen,2121 Clement St   San Francisco   CA   94121,,no offical webiste found
Good Luck Market & Deli,621 Kearny St   San Francisco   CA   94108,,none
Sugar Bowl Bakery And Cafe,2238 Geary Blvd   San Francisco   CA   94115,,not found
Yin Mcdonalds,185 Butcher Rd   Vacaville   CA   95687,no,N/A
New Hing Lung Restaurant,257 Sadowa St   San Francisco   CA   94112,,no official website
Dough,41 Teddy Ave   San Francisco   CA   94134,no,N/A
House Of Hunan Restaurant,2 Townsend St   San Francisco   CA   94107,yes,www.houseofhunan.net/
Zhu Family,1016 Bryant St   San Francisco   CA   94103,no,N/A
Valentino,658 Vallejo St   San Francisco   CA   94133,yes,www.valentino.com/
Phoenix Books And Records,4104 24th Street Ste 746   San Francisco   CA   94114,no,n/a
Bird & Beckett Books & Records,653 Chenery Street   San Francisco   CA   94131,yes,http://www.birdbeckett.com
Taj Campton Place,340 Stockton St   San Francisco   CA   94108,yes,http://www.camptonplacesf.com/
Home Restaurant,3821 25th Street   San Francisco   CA   94114,yes,www.homerestaurants.ca/
Ruby Skye,Po Box 35520   Monte Sereno   CA   95030,,none
Taylor Street Coffee Shop,375 Taylor St   San Francisco   CA   94102,no,NA
Million Thai Restaurant & Bar,55 5th St   San Francisco   CA   94103,yes,www.million-thai.com/
Jook Time Inc,3398 Balboa St A   San Francisco   CA   94121,no,N/A
Yakiniku House Juban,1555 Bayshore Hwy   Ste 400   Burlingame   CA,yes,http://www.jubanrestaurant.com/
Sodini's Restaurant,510 Green St   San Francisco   CA   94133,,none
Shabu House,2608 Ocean Ave   San Francisco   CA   94132,no,http://www.myshabuhouse.com/
Bite,33757 Heartland Ct   Union City   CA   94587,,none
Amelie,1754 Polk St   San Francisco   CA   94109,yes,http://www.ameliesf.com/
Las Palmeras Restaurant Inc,2723 Mission St   San Francisco   CA   94110,,none
Patxis Chicago Pizza,2044 Union St   San Francisco   CA   94123,no,http://patxispizza.com/
Great Eastern Restaurant,170 Columbus Ave #368   San Francisco   CA   94133,,no official website
Herbert's Mexican Grill,500 Sutter St #708   San Francisco   CA   94102,no,www.theherberthotel.com/
Golden Gate Grill,500 Sutter St #708   San Francisco   CA   94102,no,N/A
Horizon Restaurant & Lounge,490-498 Broadway St   San Francisco   CA   94133,yes,http://horizonsf.com/
Hong Kong Lounge Ii,3300 Geary Blvd   San Francisco   CA   94118,,not found
Picaro Cafe,3120 16th St   San Francisco   CA   94103,yes,www.picarotapasrestaurant.com
Metro Caffe,247 Fillmore St   San Francisco   CA   94117,no,http://www.metrocaffe.com/
Vietnam House Restaurant,642 Eddy St   San Francisco   CA   94109,,no official website
Curbside Cafe,2417 California St   San Francisco   CA   94115,no,http://www.sfcurbside.com/
Cento 330 Ritch Street,572 3rd Ave   San Francisco   CA   94118,no,N/A
Tanguito,631 4th Ln   South San Francisco   CA   94080,no,N/A
Cafe Chaat,320 3rd St   San Francisco   CA   94107,no,http://www.chaatcafes.com/
American Cafe,995 Market St   San Francisco   CA   94103,no,http://www.americancafe.com/
Murasaki,211 Clement St   San Francisco   CA   94118,no,www.murasakifoods.com
La Fina Estampa,1407 Bush St   San Francisco   CA   94109,,not found
Latte Express #3 A,448 Beach St   San Francisco   CA   94133,,none
Manoras Thai Cuisine,1600 Folsom St   San Francisco   CA   94103,no,http://www.manorathai.com
Cafe Coco,318 Arroyo Dr   South San Francisco   CA   94080,,none
Jade Cafe,1688 Bryant St   San Francisco   CA   94103,no,http://www.jade-cafe.com/index.html
Smuggler's Cove,530 Alameda Del Prado 325   Novato   CA   94949,,no official website
Chouquet's,2500 Washington St   San Francisco   CA   94115,no,http://www.chouquets.com
Thai Stick 4.0,22320 Foothill Blvd #322   Hayward   CA   94541,no,http://www.thaistickrestaurant.com/ofarrell/
Chowder Hut Grill,221 Main St #1230   San Francisco   CA   94105,no,NO OFFICIAL WEBSITE FOUND
L'olivier Restaurant,465 Davis Ct   San Francisco   CA   94111,yes,http://lolivierrestaurant.com/
Bamboo India,139 Welsh St #11   San Francisco   CA   94107,,none
Bus Stop,1901 Union St   San Francisco   CA   94123,yes,NO OFFICIAL WEBSITE FOUND
Genki Ramen,3944 Geary Blvd   San Francisco   CA   94118,yes,http://www.genkiramen.com/home/
Som,14 Cumberland St Apt 5   San Francisco   CA   94110,no,No official website
Bix,107 Caledonia St Ste# E   Sausalito   CA   94965,,N/A
Boystoys,Po Box 2602   Seattle   WA   98111,no,N/A
Sunflower Potrero Hill,2721 Hyde St   San Francisco   CA   94109,no,N/A
Aramark Correctional Svcs 4333,1101 Market Street 11th Fl   Philadelphia   PA   19101,yes,http://www.aramark.com
Dolby Cafe,3 Lagoon Dr Ste 235   Redwood City   CA   94065,no,n/a
Sushigo,390 Stonecrest Dr   San Francisco   CA   94132,no,N/A
Jack In The Box #556,Po Box 1810   Chino Hills   CA   91709,no,
Mussel Bar,861 Ashbury St   San Francisco   CA   94117,no,www.musselbar.com/
Bar Jules,901 W 9th St Apt 606   Austin   TX   78703,no,http://www.barjules.com/
Barney's Gourmet Hamburger,Barney's San Francisco   Inc.   Berkeley   CA,no,http://www.barneyshamburgers.com/
Barneys Hamburger,Barney's San Francisco   Inc.   Berkeley   CA,no,http://www.barneyshamburgers.com/
Henry & Sylvia Inc,6135 Geary Blvd   San Francisco   CA   94121,no,NO OFFICIAL WEBSITE FOUND
Herbivore The Earthly Grill,531 Divisadero St   San Francisco   CA   94117,no,http://www.herbivorerestaurant.com
Herbivore,531 Divisadero St   San Francisco   CA   94117,yes,http://www.herbivorerestaurant.com/
Mijita,1 Ferry Bldg # 44   San Francisco   CA   94111,no,http://www.mijitasf.com/
House Of Dim Sum Inc,735 Jackson St   San Francisco   CA   94133,no,NA
Brandy Hos Hunan Food,4068 18th St   San Francisco   CA   94114,no,http://www.brandyhos.com/
Brother Seafood Inc,1830 Irving St   San Francisco   CA   94122,,none
Dante's Weird Fish,3296 22nd St   San Francisco   CA   94110,no,http://weirdfishsf.com/
Kama Sushi,1497 Church St   San Francisco   CA   94131,no,http://kamasushi.net
Restaurant Yoyo,3092 16th St   San Francisco   CA   94103,yes,http://www.eatatyoyos.com/
Midori Sushi,3420 Geary Boulevard   San Francisco   CA   94118,no,http://www.midorisushinj.com/
The Broken Record,1166 Geneva Ave   San Francisco   CA   94112,no,http://www.brokenrecordsanfrancisco.com/
Kishida Russell Cafeteria,505 Van Ness Av   San Francisco   CA   94102,,none
Benjarong Thai Cuisine,1968 Lombard St   San Francisco   CA   94123,no,http://www.benjarongthaisf.com/
Magic Flute,233 Stowring Rd   Petaluma   CA   94952,no,http://www.magicfluteristorante.com/
Han Bat Korean Restaurant,2001 Taraval St   San Francisco   CA   94116,no,NO OFFICIAL WEBSITE FOUND
Sushi Suki Restaurant,538 Vienna St   San Francisco   CA   94112,no,N/A
What's Up Dog! Express,300 De Haro   San Francisco   CA   94103,no,http://www.yelp.com/biz/whats-up-dog-san-francisco-9
Zaoh Restaurant,1555 Mission St   San Francisco   CA   94103,no,http://www.zaohsf.com/
Cafe V Corporation,1525 Folsom St   San Francisco   CA   94103,no,http://www.vcafesf.com/
Pancho's,3440 Geary Blvd   San Francisco   CA   94118,no,www.panchos.com/
Creightons Bakery Cafe 5,673 Portola Dr   San Francisco   CA   94127,,None
Ma's Dim Sum & Cafe,1547 Powell St #a   San Francisco   CA   94133,no,
Cheese Plus,2001 Polk St   San Francisco   CA   94109,yes,http://cheeseplus.com/
Juice-e-lite,5636 California St Apt 3   San Francisco   CA   94121,no,n/a
Kamakura Japanese Restaurant,333 Market St   San Francisco   CA   94105,,no official website
Amasia Hides Sushi Bar,149 Noe Street   San Francisco   CA   94114,no,
Takara Restaurant,22 Peace Plz #505   San Francisco   CA   94115,no,http://www.takararestaurant.com/
Yelo Gelato Crepe Cafe,1364 32nd Avenue   San Francisco   CA   94122,,none
Pane E Vino Trattoria Via Vai,1715 Union St   San Francisco   CA   94123,yes,www.paneevinotrattoria.com/
Bacchus Kirk,101 Bradford St   San Francisco   CA   94110,no,http://www.bacchuskirk.org/
O-toro,2638 19th Ave   San Francisco   CA   94116,no,otoro.com/
Eurest Dining Services,2400 Yorkmont Rd   Charlotte   NC   28217,yes,http://compass-usa.com
Visa Metro 1,2400 Yorkmont Rd   Charlotte   NC   28217,,None
Roxy's Cafe,2847 Mission St   San Francisco   CA   94110,no,http://roxyscafe.com
Crab Station At Fishermans Wha,2 Fishermans Wharf   San Francisco   CA   94133,no,n/a
Cultive Frozen Yogurt,1627 Coloma Way   Woodland   CA   95695,yes,http://www.cultiveyogurt.com/
Sunrise Cafe,1425 Folsom St   San Francisco   CA   94103,,none
Double Team Coffee,Po Box 591268   San Francisco   CA   94159,,None
El Tonayense Inc,3150 24th St   San Francisco   CA   94110,no,http://www.eltonayense.com/
Eureka Restaurant & Lounge,4063 18th St   San Francisco   CA   94114,no,http://www.eurekarestaurant.com/
China House Jumbo Seafood Rst,2237 Powell St   San Francisco   CA   94133,no,http://chinahousejumbosf.com/
Bar None,98 Third Ave   New York   NY   10003,yes,http://www.barnonenyc.com/
La Boulange De Sutter,2325 Pine St   San Francisco   CA   94115,no,http://laboulangebakery.com/
Piknik,407 Belvedere St   San Francisco   CA   94117,no,N/A
Martita Restaurant,5278 Mission St   San Francisco   CA   94112,no,No official website
St Francis Fountain,2801 24th St   San Francisco   CA   94110,yes,
Crave,2164 Polk St   San Francisco   CA   94109,no,NO OFFICIAL WEBSITE FOUND
Fourth Wave,1356 Polk St   San Francisco   CA   94102,no,No official website
Elsy's Restaurant,2893 Mission St   San Francisco   CA   94110,yes,http://elsyspupuseria.com/
Gamine,2223 Union St   San Francisco   CA   94123,no,http://www.gaminesf.com/
Firefly Inc. 428,4288 24th St   San Francisco   CA   94114,no,
Pinecrest Diner,401 Geary St   San Francisco   CA   94102,no,http://www.pinecrestdiner.com/index.html
Jackson Place Cafe,633 Battery St   San Francisco   CA   94111,no,http://www.jacksonplacecafe.com/
The Butler & The Chef Bistro,155 So Park St #a   San Francisco   CA   94107,no,http://butlerandthechef.com/
Chile Pies(sweet & Savory),155 Gardenside Dr Apt 14   San Francisco   CA   94131,no,http://greenchilekitchen.com/chilepies/
U-lee Restaurant,1468 Hyde St   San Francisco   CA   94109,no,http://u-leesf.com/
Ike's Place Sfsu,14962 Norton Street   San Leandro   CA   94579,no,http://ilikeikesplace.com
Holy Dog,405 Serrano Dr #7k   San Francisco   CA   94132,no,
Phat Thai,256 Anzavista Ave   San Francisco   CA   94115,no,No official website
Maykadeh Restaurant,470 Green St   San Francisco   CA   94133,no,http://www.maykadehrestaurant.com/
Ziggy's Burger & Grill,24 Yellowstone Way   Pacifica   CA   94044,no,n/a
Lookout,3600 16th St   San Francisco   CA   94114,yes,http://www.lookoutsf.com/
La Fonda,712 Irving St   San Francisco   CA   94122,,none
Campanula Kitchen & Bar,1901 Hyde St   San Francisco   CA   94109,no,http://www.campanulasf.com/
Muddy Waters Coffee House,1304 Valencia St   San Francisco   CA   94110,no,N/A
N E Foods Inc,659 Townsend St   San Francisco   CA   94103,,none
Bow Hon Restaurant,850 Grant Ave   San Francisco   CA   94108,no,
Ninki Sushi Bar And Restaurant,1439 Taraval St   San Francisco   CA   94116,no,http://www.ninkisf.com/
Old Ship Saloon The,298 Pacific Ave   San Francisco   CA   94111,no,www.oldshipsaloon.com/
Roys Restaurant Services Inc,2202 N Westshore Blvd #500   Tampa   FL   33607,no,NO OFFICIAL WEBSITE FOUND
Osha Thai Inc,696 Geary Street   San Francisco   CA   94102,no,http://www.oshathai.com/
Craftsman And Wolves,2250 Keith St   San Francisco   CA   94124,no,http://craftsman-wolves.com/
Pacific Court Cafe,728 Pacific Ave   San Francisco   CA   94133,no,
Pagan Restaurant Llc,1 Beachmont Dr   San Francisco   CA   94132,no,No official website
Spice Kit,310 Townsend St Apt 110   San Francisco   CA   94107,no,http://www.spicekit.com/
Lee's Deli,100 Bush Street   #820   San Francisco   CA,no,No official website
Lees Deli,100 Bush Street   #820   San Francisco   CA,no,
Stockton Seafood Center Inc,900 Stockton St   San Francisco   CA   94108,no,No official website
Subs On Hubs,465 Mississippi St   San Francisco   CA   94107,no,n/a
Balcony Bar And Bistro,32998 Denver Springs Dr   Westlake Village   CA   91361,yes,N/A
Sunrise Deli,2115 Irving St   San Francisco   CA   94122,no,http://www.sunrisedeli.net/
Mojito Sf,Po Box 330546   San Francisco   CA   94133,no,CLOSED
Sushi Bistro,431 Balboa St   San Francisco   CA   94118,no,http://www.sushibistro.com/
Sushi Bistro,431 Balboa St   San Francisco   CA   94118,no,http://www.sushibistro.com/
Tommy Toys Haute Cuisine,655 Montgomery St   San Francisco   CA   94111,yes,
Bistro 10 Un,210 6th Ave 33rd Fl   Pittsburgh   PA   15222,no,www.bistro10un.com/
Taqueria El Farolito #3,2779 Mission St   San Francisco   CA   94110,no,http://www.elfarolitoinc.com/
Terrace Cafe,2100 Webster St #108   San Francisco   CA   94115,,www.terracecafecharlotte.com
The Grubstake Inc,1525 Pine St   San Francisco   CA   94109,yes,
A Taste Of Vietnam,631 Broadway St   San Francisco   CA   94133,no,http://www.atasteofvietnamsf.com/
Tonight Restaurant,733 Taraval St   San Francisco   CA   94116,yes,
Traction Corporation,1349 Larkin St   San Francisco   CA   94109,no,http://www.tractionco.com/
Skool,1725 Alameda St   San Francisco   CA   94103,no,http://skoolsf.com/
Bill Graham Civic Auditorium,747 Howard St   San Francisco   CA   94103,no,N/A
Black Point Cafe,888 North Point St   San Francisco   CA   94109,,no official website
Coffee Bar Montgomery,Po Box 410304   San Francisco   CA   94141,,none
Squat & Gobble Cafe #3,237 Fillmore St   San Francisco   CA   94117,no,http://www.squatandgobble.com/
Coriander Gourmet Thai,Thai Gourmet Group   Llc   San Francisco   CA,no,N/A
Little Paris,950 Stockton St #403   San Francisco   CA   94108,no,N/A
Cable Car Coffee,410 Pierce St Apt #2   San Francisco   CA   94117,no,N/A
Taqueria Zorro,308 Columbus Ave   San Francisco   CA   94133,no,http://taqueriaelzorro.net/
Taqueria El Buen Sabor #2,699 Valencia St   San Francisco   CA   94110,no,N/A
Alegrias Food From Spain,2018 Lombard St   San Francisco   CA   94123,no,http://www.alegriassf.com/
Mango Medley,339 Taraval St   San Francisco   CA   94116,no,http://www.mangomedley.com/home
Hcafe,3801 17th St   San Francisco   CA   94114,no,http://hcafesf.com/
Macha Cafe,1355 Sutter St   San Francisco   CA   94109,,no official website
Jardiniere Restaurant,300 Grove St   San Francisco   CA   94102,no,http://www.jardiniere.com/
Charlies Cafe,3202 Folsom St   San Francisco   CA   94110,no,www.brandchannel.com
Bruno's Restaurant,223 Sutter St   San Francisco   CA   94108,,None
Jimisans,1380 9th Ave.   San Francisco   CA   94122,no,www.jimisan.com/
Village Pizzeria Van Ness,1243 Van Ness Ave   San Francisco   CA   94109,yes,http://sfvillagepizzeria.com/
Beijing Restaurant,64 Moneta Way   San Francisco   CA   94112,yes,http://beijingrestaurant.us/
Nags Head Bar,5346 Geary Blvd.   San Francisco   CA   94121,no,
Sushi Toni,731 Bush St   San Francisco   CA   94108,no,http://sushitoni.kkum.com/
Emmys Spaghetti Shack,18 Virginia Ave   San Francisco   CA   94110,yes,http://emmysspaghettishack.com/
Louie And Chu Holdings Lp,699 Folsom St   San Francisco   CA   94107,,no official website
Malai Thai Restaurant,3189 16th St   San Francisco   CA   94103,yes,http://www.malaithairestaurant.com/
Masala,1220 9th Ave   San Francisco   CA   94122,yes,www.masalasf.com/
Chez Papa Resto,1138 Taylor St   San Francisco   CA   94108,yes,
Taqueria Gira Sol,1650 Holloway Way   San Francisco   CA   94132,,no website
Aux Delices Vietnam Restaurant,2327 Polk St   San Francisco   CA   94109,no,http://auxdelicessf.com‎
El Faro Fresh Mexican Grill,346 Kearny St   San Francisco   CA   94108,no,http://www.elfaromexicanrestaurant.com/
780 Cafe,780 Valencia St   San Francisco   CA   94110,yes,http://780cafe.com/
Restaurant Ducroix,690 Sacramento St   San Francisco   CA   94111,no,http://restaurantducroix.com/
Petrus Gastro,1862 Divisadero St   San Francisco   CA   94115,,NONE
Beast And The Hare,1001 Guerrero St   San Francisco   CA   94110,no,http://www.beastandthehare.com/
Harvey's Place,330 Fifth St #a   San Francisco   CA   94107,no,N/A
Nizarios Pizza #4,3016 Forbes Ave   Santa Clara   CA   95051,,None
Noe Valley Deli & Cafe,4007 24th St   San Francisco   CA   94114,no,
Taqueria Gazadores,4621 Irving St   San Francisco   CA   94122,no,n/a
Honduras Restaurant Los Catrac,4423 Mission St   San Francisco   CA   94112,no,NO OFFICIAL WEBSITE FOUND
Basso's Grill,3782 24th St   San Francisco   CA   94114,no,n/a
Submarine Center,820 Ulloa St   San Francisco   CA   94127,,www.submarinecenter.com/
Maxfield's House Of Caffeine,75 Lois Ln   San Francisco   CA   94134,,none
Battery Street Coffee Roastery,950 Battery St   San Francisco   CA   94111,,no website
Polk Street Tea,1630 Gueereri St Apt 1   San Francisco   CA   94110,,none
Daniel's Cafe,1549 Polk St   San Francisco   CA   94109,no,n/a
Nulite Kitchen,3319 Mission St   San Francisco   CA   94110,no,http://www.nulitekitchen.com/
Mutiny Cafe & Studio,1724 Ortega St   San Francisco   CA   94112,no,N/A
Bashful Bull,1222 Noriega St   San Francisco   CA   94122,,not found
Petite Deli,752 Columbus Av   San Francisco   CA   94133,,no website
Mission Pizza,2074 Mission St   San Francisco   CA   94110,no,http://www.missionpizzasf.com/
Marco Polo Italian Ice Cream,1447 Taraval St   San Francisco   CA   94116,,None
Sushi Boom,1520 Fillmore St   San Francisco   CA   94115,,www.sushiboomsf.com/
Tully's Coffee,3100 Airport Way South   Seattle   WA   98134,no,http://www.tullyscoffeeshops.com/stores/
Tully's Store #03032,3100 Airport Way South   Seattle   WA   98134,no,http://www.tullys.com/
Tully's Coffee,3100 Airport Way South   Seattle   WA   98134,no,http://www.tullyscoffeeshops.com/
Una Pizza Napoletana Llc,1501 Howard St   San Francisco   CA   94103,,none
Noble,610 Polk St   San Francisco   CA   94102,yes,http://www.noblesf.com/
Nueva Cantina,78 Buchanan St Apt 501   San Francisco   CA   94102,yes,http://www.casanueva.com/
Quickly,1170 Powell St   San Francisco   CA   94108,yes,http://www.quicklyusa.com
Vialta Inc,19770 Stevens Creek Blvd   Cupertino   CA   95014,no,NOT FOUND
Court Restaurant,1 Lombard St   San Francisco   CA   94111,no,N/A
Our Court Cafe,952 Clement St   San Francisco   CA   94118,,no website
The Burrito Express,1601 Taraval St   San Francisco   CA   94116,no,http://www.ebxsf.com/
El Burrito Express #1,1601 Taraval St   San Francisco   CA   94116,yes,http://www.ebxsf.com/
Wok Shop Cafe,739 Washington St 3rd Fl   San Francisco   CA   94108,,None
Westin San Francisco-ducca,50 Third St   San Francisco   CA   94103,yes,http://www.westinsf.com/ducca
Yemeni's Restaurant,1098 Sutter St   San Francisco   CA   94109,,not found
Ling Ling Cuisine Restaurant,749 Clay St   San Francisco   CA   94108,no,NOT FOUND
Korean Village Restaurant,4611 Geary Blvd   San Francisco   CA   94118,,none
Yummy Yummy Vietnamese Restaur,1015 Irving St   San Francisco   CA   94122,,none
Chava's Mexican Restaurant,2839 Mission St   San Francisco   CA   94110,,N/A
Zeke's Diamond Bar,950 Stockton St #201   San Francisco   CA   94108,,none
The Dark Horse Inn,150 Laidley Street #2   San Francisco   CA   94131,,None
Sri Thai Cuisine,4621 Lincoln Way   San Francisco   CA   94122,no,http://www.srithaicuisine.com
Oak Hill Farm,1425 Francisco St   San Francisco   CA   94123,no,http://www.oakhillfarmllc.com/
Quickly,1050 Taraval St   San Francisco   CA   94116,yes,http://www.quicklyusa.com/
Sapphire Asian Cuisine & Bar,50 Post St #62a   San Francisco   CA   94104,yes,http://www.sapphiretasteofburma.com/
Cioppino's,496 Jefferson St   San Francisco   CA   94109,no,www.cioppinoofpittsburgh.com/
Subway,Po Box #640900   San Francisco   CA   94164,no,www.subway.com/
